Station Name,Time/Day,Height,Tendency,Crossing,Flood Class,Recent Data,Scraped,State
Angas,Angas,Angas,Angas,Angas,Angas,Angas,2022-10-14 01:10:01.933845+11:00,SA
Angas R at Angas Weir (DEW),12.05am Fri,10.22,steady,0.22 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Angas R DS Willyaroo (DEW),12.00am Fri,1.31,steady,0.31 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Angas R DS Ballandown Rd (DEW),12.05am Fri,1.17,steady,1.17 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Bremer,Bremer,Bremer,Bremer,Bremer,Bremer,Bremer,2022-10-14 01:10:01.933845+11:00,SA
Bremer R at Tennis Court (DEW),12.05am Fri,10.28,steady,0.28 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Bremer R DS Harrogate Rd (DEW),12.05am Fri,1.16,steady,0.16 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Mt Barker Ck DS Mt Barker (DEW),12.05am Fri,1.33,steady,0.33 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Dawesley Ck at Dawesley (DEW),12.00am Fri,1.16,steady,0.16 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Bremer R US Mt Barker Ck (DEW),12.05am Fri,1.29,steady,0.20 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Mt Barker Ck US Bremer R (DEW),12.05am Fri,1.54,steady,0.51 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Bremer R near Hartley (DEW),12.05am Fri,1.28,steady,0.28 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Bremer R at Wanstead Rd (DEW),12.00am Fri,1.42,steady,0.42 above weir,below minor,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Bremer R US Langhorne Ck (DEW),12.05am Fri,1.56,steady,5.07 below weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
Bremer R US Ballandown Rd (DEW),12.05am Fri,1.64,steady,0.88 above weir,,Plot | Table,2022-10-14 01:10:01.933845+11:00,SA
