Date,Mean,Qual,Cutoff,Site
2022-01-01 00:00:00,0.507,3,2022-01-01,404238
2022-01-01 01:00:00,0.508,3,2022-01-01,404238
2022-01-01 02:00:00,0.51,3,2022-01-01,404238
2022-01-01 03:00:00,0.509,3,2022-01-01,404238
2022-01-01 04:00:00,0.51,3,2022-01-01,404238
2022-01-01 05:00:00,0.51,3,2022-01-01,404238
2022-01-01 06:00:00,0.51,3,2022-01-01,404238
2022-01-01 07:00:00,0.509,3,2022-01-01,404238
2022-01-01 08:00:00,0.509,3,2022-01-01,404238
2022-01-01 09:00:00,0.507,3,2022-01-01,404238
2022-01-01 10:00:00,0.507,3,2022-01-01,404238
2022-01-01 11:00:00,0.505,3,2022-01-01,404238
2022-01-01 12:00:00,0.505,3,2022-01-01,404238
2022-01-01 13:00:00,0.502,3,2022-01-01,404238
2022-01-01 14:00:00,0.501,3,2022-01-01,404238
2022-01-01 15:00:00,0.499,3,2022-01-01,404238
2022-01-01 16:00:00,0.497,3,2022-01-01,404238
2022-01-01 17:00:00,0.495,3,2022-01-01,404238
2022-01-01 18:00:00,0.495,3,2022-01-01,404238
2022-01-01 19:00:00,0.494,3,2022-01-01,404238
2022-01-01 20:00:00,0.492,3,2022-01-01,404238
2022-01-01 21:00:00,0.492,3,2022-01-01,404238
2022-01-01 22:00:00,0.491,3,2022-01-01,404238
2022-01-01 23:00:00,0.49,3,2022-01-01,404238
2022-02-01 00:00:00,0.49,3,2022-02-01,404238
2022-02-01 01:00:00,0.49,3,2022-02-01,404238
2022-02-01 02:00:00,0.489,3,2022-02-01,404238
2022-02-01 03:00:00,0.49,3,2022-02-01,404238
2022-02-01 04:00:00,0.49,3,2022-02-01,404238
2022-02-01 05:00:00,0.49,3,2022-02-01,404238
2022-02-01 06:00:00,0.49,3,2022-02-01,404238
2022-02-01 07:00:00,0.49,3,2022-02-01,404238
2022-02-01 08:00:00,0.489,3,2022-02-01,404238
2022-02-01 09:00:00,0.49,3,2022-02-01,404238
2022-02-01 10:00:00,0.489,3,2022-02-01,404238
2022-02-01 11:00:00,0.489,3,2022-02-01,404238
2022-02-01 12:00:00,0.49,3,2022-02-01,404238
2022-02-01 13:00:00,0.492,3,2022-02-01,404238
2022-02-01 14:00:00,0.493,3,2022-02-01,404238
2022-02-01 15:00:00,0.493,3,2022-02-01,404238
2022-02-01 16:00:00,0.494,3,2022-02-01,404238
2022-02-01 17:00:00,0.495,3,2022-02-01,404238
2022-02-01 18:00:00,0.496,3,2022-02-01,404238
2022-02-01 19:00:00,0.495,3,2022-02-01,404238
2022-02-01 20:00:00,0.497,3,2022-02-01,404238
2022-02-01 21:00:00,0.499,3,2022-02-01,404238
