Site Id,Site Name,Latitude,Longitude,Easting,Northing,Zone,Gauge Zero (Ahd),Site Start Date,Site Cease Date,Drainage Area (Sq.Km),
"073019","JUNEE TBRG AT JUNEE TREATMENT WORKS","-34.845715","147.571342","552233.876","6143917.546","55","0","2011/10/27","","0"
"211009","WYONG RIVER AT GRACEMERE","-33.2703547","151.3595891","347220.334","6317540.859","56","4.495","1972/12/20","","236"
"211010","JILLIBY CREEK AT U/S WYONG RIVER (DURREN LANE)","-33.2453775","151.391474","350147.6","6320356.593","56","6.558","1972/12/20","","92"
"211013","OURIMBAH CREEK AT U/S WEIR","-33.3483165","151.3433085","345841.178","6308872.188","56","11.859","1976/11/19","","83"
"211014","WYONG RIVER AT YARRAMALONG","-33.2186734","151.2748169","339229.518","6323144.26","56","18.953","1976/11/22","","181"
"211015","OURIMBAH CREEK D/S BANGALOW CREEK","-33.328024","151.389524","350107.323","6311189.723","56","2.778","2003/10/22","","146.14"
"211017","WYONG RIVER AT WYONG FISHWAY","-33.2778365","151.4060752","351562.937","6316778.323","56","-0.061","2011/05/11","","348.82"
"212008","COXS RIVER AT BATHURST ROAD","-33.4277","150.0825","228734.9","6297489.9","56","22.715","1950/12/08","","199"
"212009","WINGECARRIBEE RIVER AT GREENSTEAD","-34.42472222","150.19138889","241890.3","6187158.8","56","28.935","1989/10/25","","0"
"212011","COXS RIVER DOWNSTREAM LAKE LYELL","-33.5343","150.0951","230234.9","6285700","56","24.36","1960/05/26","","404"
"212013","Megalong Creek at Narrow Neck","-33.730728","150.242858","244545.24","6264285.107","56","29.73","1968/11/18","","26"
"212016","KEDUMBA RIVER AT KEDUMBA CROSSING","-33.80239869","150.3642533","255999.3","6256629.7","56","25.241","1990/06/01","","0"
"212031","WINGECARRIBEE RIVER AT BONG BONG WEIR","-34.53472269","150.39694468","261100.6","6175474.7","56","652.938","1982/09/03","","0"
"212040","Kialla Creek at Pomeroy","-34.6074","149.5442","733292.8","6167553.8","55","99.21","1979/06/12","","96"
"212042","FARMERS CREEK AT MOUNT WALKER","-33.4962","150.0984","230426","6289932.1","56","27.512","1980/09/23","","67"
"212045","Coxs River at Island Hill","-33.760586","150.195247","240222.773","6260854.096","56","6.79","1981/07/23","","970"
"212048","South Creek at Great Western Highway","-33.7694","150.761844","292734.008","6261161.121","56","18.178","1986/02/25","","250"
"212049","Ropes Creek at Debrincat Avenue","-33.753217","150.792394","295525.205","6263016.956","56","23.962","1986/03/12","","41"
"212053","Stonequarry Creek at Picton","-34.177639","150.611847","279895.687","6215569.748","56","147.803","1990/11/20","","83.9"
"212054","COXS RIVER AT WALLERAWANG POWER STATION","-33.3971","150.0839","228774.9","6300889.9","56","7.492","1991/09/09","","178"
"212055","NEUBECKS CREEK UPSTREAM OF WALLERAWANG COLLIERY","-33.3568","150.0573","226164.9","6305289.9","56","6.506","1991/12/06","","19.9"
"212058","COXS RIVER UPSTREAM LAKE LYELL","-33.485416","150.076872","228377.392","6291060.132","56","8.2","2000/10/20","","250"
"212059","Cattai Creek at Murphys Bridge","-33.658933","150.930414","308119","6273725","56","20.27","2011/02/01","","75.1365"
