"Time","406745",
"and",100.00,
"Date","Mean","Qual"
00:00:00 16/08/1989,"",    255
00:00:00 17/08/1989,       0.188,      1
00:00:00 18/08/1989,       0.179,      1
00:00:00 19/08/1989,       0.173,      1
00:00:00 20/08/1989,       0.177,      1
00:00:00 21/08/1989,       0.178,      1
00:00:00 22/08/1989,       0.183,      1
00:00:00 23/08/1989,       0.264,      1
00:00:00 24/08/1989,       0.240,      1
00:00:00 25/08/1989,       0.205,      1
00:00:00 26/08/1989,       0.197,      1
00:00:00 27/08/1989,       0.198,      1
00:00:00 28/08/1989,       0.200,      1
00:00:00 29/08/1989,       0.209,      1
00:00:00 30/08/1989,       0.199,      1
00:00:00 31/08/1989,       0.199,      1
00:00:00 01/09/1989,       0.203,      1
00:00:00 02/09/1989,       0.190,      1
00:00:00 03/09/1989,       0.181,      1
00:00:00 04/09/1989,       0.176,      1
00:00:00 05/09/1989,       0.174,      1
00:00:00 06/09/1989,       0.174,      1
00:00:00 07/09/1989,       0.175,      1
00:00:00 08/09/1989,       0.175,      1
00:00:00 09/09/1989,       0.176,      1
00:00:00 10/09/1989,       0.178,      1
00:00:00 11/09/1989,       0.185,      1
00:00:00 12/09/1989,       0.195,      1
00:00:00 13/09/1989,       0.195,      1
00:00:00 14/09/1989,       0.190,      1
00:00:00 15/09/1989,       0.184,      1
00:00:00 16/09/1989,       0.183,      1
00:00:00 17/09/1989,       0.183,      1
00:00:00 18/09/1989,       0.182,      1
00:00:00 19/09/1989,       0.183,      1
00:00:00 20/09/1989,       0.181,      1
00:00:00 21/09/1989,       0.179,      1
00:00:00 22/09/1989,       0.178,      1
00:00:00 23/09/1989,       0.179,      1
00:00:00 24/09/1989,       0.176,      1
00:00:00 25/09/1989,       0.177,      1
00:00:00 26/09/1989,       0.174,      1
00:00:00 27/09/1989,       0.171,      1
00:00:00 28/09/1989,       0.169,      1
00:00:00 29/09/1989,       0.168,      1
00:00:00 30/09/1989,       0.167,      1
00:00:00 01/10/1989,       0.186,      1
00:00:00 02/10/1989,       0.250,      1
00:00:00 03/10/1989,       0.205,      1
00:00:00 04/10/1989,       0.191,      1
00:00:00 05/10/1989,       0.185,      1
00:00:00 06/10/1989,       0.192,      1
00:00:00 07/10/1989,       0.180,      1
00:00:00 08/10/1989,       0.187,      1
00:00:00 09/10/1989,       0.184,      1
00:00:00 10/10/1989,       0.192,      1
00:00:00 11/10/1989,       0.207,      1
00:00:00 12/10/1989,       0.195,      1
00:00:00 13/10/1989,       0.186,      1
00:00:00 14/10/1989,       0.184,      1
00:00:00 15/10/1989,       0.178,      1
00:00:00 16/10/1989,       0.172,      1
00:00:00 17/10/1989,       0.170,      1
00:00:00 18/10/1989,       0.168,      1
00:00:00 19/10/1989,       0.168,      1
00:00:00 20/10/1989,       0.179,      1
00:00:00 21/10/1989,       0.187,      1
00:00:00 22/10/1989,       0.231,      1
00:00:00 23/10/1989,       0.199,      1
00:00:00 24/10/1989,       0.200,      1
00:00:00 25/10/1989,       0.222,      1
00:00:00 26/10/1989,       0.225,      1
00:00:00 27/10/1989,       0.206,      1
00:00:00 28/10/1989,       0.187,      1
00:00:00 29/10/1989,       0.178,      1
00:00:00 30/10/1989,       0.173,      1
00:00:00 31/10/1989,       0.192,      1
00:00:00 01/11/1989,       0.197,      1
00:00:00 02/11/1989,       0.183,      1
00:00:00 03/11/1989,       0.179,      1
00:00:00 04/11/1989,       0.178,      1
00:00:00 05/11/1989,       0.175,      1
00:00:00 06/11/1989,       0.174,      1
00:00:00 07/11/1989,       0.171,      1
00:00:00 08/11/1989,       0.173,      1
00:00:00 09/11/1989,       0.178,      1
