Site Id,Site Name,Latitude,Longitude,Easting,Northing,Zone,Gauge Zero (Ahd),Site Start Date,Site Cease Date,Drainage Area (Sq.Km),
"204030","ABERFOYLE RIVER AT ABERFOYLE","-30.2587","152.0094","404709.2","6652133.7","56","12.355","1951/09/24","","200"
"206008","COMMISSIONERS WATERS AT TIVERTON (EATHORPE)","-30.566423","151.739268","379080.919","6617771.001","56","938.493","1927/01/01","","362"
"206009","TIA RIVER AT TIA","-31.1862","151.8302","388540.5","6549176.7","56","1033.75","1927/11/01","","261"
"206014","WOLLOMOMBI RIVER AT CONINSIDE","-30.475658","152.027034","406608.232","6628103.795","56","25.78","1948/04/16","","376"
"206018","APSLEY RIVER AT APSLEY FALLS","-31.0504","151.7691","382552.8","6564163","56","995.325","1952/12/10","","894"
"206025","SALISBURY WATERS NEAR DANGAR FALLS","-30.6795","151.7144","376856.3","6605215.5","56","955.92","1972/12/29","","594"
"206026","SANDY CREEK AT NEWHOLME","-30.418577","151.65706","371017.762","6634066.032","56","1004.99","1974/09/17","","8"
"206032","DUMARESQ CREEK AT STEPHENS BRIDGE","-30.51092","151.655706","371009.474","6623830.029","56","966.425","1978/10/11","","92"
"206033","APSLEY RIVER AT APSLEY GORGE","-30.9701","152.0094","405404","6573293","56","235.864","1981/12/18","","2406"
"206034","MIHI CREEK AT ABERMALA","-30.6979","151.707","376165.3","6603163.5","56","970.558","1984/03/30","","117"
"206035","GARA RIVER AT WILLOW GLEN","-30.211164","151.726735","377452.345","6657130.356","56","6.643","1997/01/31","","121"
"206036","GARA RIVER AT MALPAS DAM -STORAGE GAUGE","-30.2894","151.7372","378555.4","6648468.3","56","0","1999/07/27","","196"
"206037","DUMARESQ CREEK D/S DUMARESQ DAM","-30.463365","151.615799","367115.261","6629054.349","56","996.916","1997/11/17","","43.3"
"206039","GARA RIVER D/S MALPAS DAM","-30.293301","151.740454","378873.695","6648042.159","56","1150.6","1999/01/13","","197"
"206042","PUDDLEDOCK CREEK AT PUDDLEDOCK DAM","-30.40000556","151.73205","378197.2","6636195.7","56","8.7","2008/08/15","","25"
"206044","DUMARESQ CREEK DUMARESQ DAM - STORAGE","-30.43039688","151.59783283","365345","6632687","56","19.997","2012/08/13","","0"
"208003","GLOUCESTER RIVER AT DOON AYRE","-31.896573532","152.097373861","414645","6470673","56","43.617","1945/05/28","","1610"
"208005","NOWENDOC RIVER AT ROCKS CROSSING","-31.77346271","152.079340772","412824","6484305","56","61.691","1945/06/09","","1870"
"208007","NOWENDOC RIVER AT NOWENDOC","-31.51625275","151.716155374","378097","6512468","56","837.31","1946/07/16","","218"
"208009","BARNARD RIVER AT BARRY","-31.5795","151.3154","340149.2","6504940","56","589.308","1949/02/17","","150"
"208011","BARNARD RIVER AT MACKAY","-31.771374415","151.899184136","395762","6484378","56","96.126","1962/08/02","","1790"
"208024","BARNARD RIVER AT D/S BACK RIVER JUNCTION","-31.5589418","151.3441963","342846.486","6507261.907","56","529.289","1982/04/01","","285"
"208026","MYALL RIVER AT JACKY BARKERS","-31.640595883","151.735275833","380072","6498706","56","194.205","1984/05/04","","560"
"208027","BARNARD RIVER U/S MEASURING WEIR","-31.6583","151.506","358354.1","6496472.9","56","324.995","1987/10/01","","711.19"
"208029","MANNING RIVER AT LESLIES BRIDGE","-31.796571623","151.913948225","397188","6481599","56","93.436","2006/05/25","","525.141"
"208031","BARRINGTON RIVER AT RELFS ROAD","-31.977439142","151.950453472","400838","6461584","56","83.322","2010/09/03","","704.63"
"210017","MOONAN BROOK AT MOONAN BROOK","-31.9423","151.2809","337511.1","6464673.1","56","454.983","1940/06/11","","103"
"210018","HUNTER RIVER AT MOONAM DAM SITE","-31.9157","151.2153","331256.1","6467516.1","56","384.757","1940/06/13","","764"
"210039","HUNTER RIVER AT BELLTREES","-32.0018","151.1104","321505.1","6457800.2","56","285.422","1955/01/19","","1180"
"210052","PAGES RIVER AT GUNDY RECORDER","-32.0103","150.9976","310866.1","6456665.2","56","225.88","1958/09/23","","1050"
"210061","PAGES RIVER AT BLANDFORD (BICKHAM)","-31.809757932","150.925186611","303600","6478776","56","392.515","1960/05/19","","302"
"210070","ISIS RIVER AT LOWER TIMOR","-31.80918375","151.05938889","316305.2","6479089.1","56","360.149","1963/12/17","","320"
"210093","KINGDON PONDS CREEK AT NEAR PARKVILLE","-31.95713381","150.856786777","297447","6462310","56","242.618","1972/04/14","","177"
"210118","ISIS RIVER AT STICK-ME-UP BRIDGE","-31.9673385","151.0340307","314221.753","6461496.729","56","252.988","1983/10/13","","515"
"210124","DART BROOK AT YARRANDI BRIDGE","-32.011016572","150.784032241","290692","6456197","56","215.564","1991/06/19","","233"
"210142","PAGES RIVER U/S KEWELL CREEK","-31.967","151.0079","311755.2","6461489.2","56","246.295","2004/03/04","","454.97"
"416056","MACINTYRE AT LITTLE VALLEY","-29.84697","151.32941","338617.201","6697000.292","56","4.917","1996/12/31","","303"
"416061","PARADISE CREEK AT PARADISE STATION","-29.87429","151.46831","352077.266","6694159.219","56","15.475","1998/06/25","","52"
"416062","KINGS CREEK AT NEWSTEAD NORTH","-29.82859","151.34861","340443.008","6699064.096","56","7.96","1998/06/22","","140"
"416063","MACINTYRE RIVER AT WYOMING","-29.9281","151.4405","349472.123","6688159.505","56","10.513","1998/06/24","","105"
"416064","MIDDLE CREEK AT STANNIFER","-29.8803","151.2149","327610.841","6693140.124","56","7.521","1998/06/26","","48"
"418005","COPES CREEK AT KIMBERLEY","-29.91602778","151.11487778","318014.826","6689025.964","56","754.279","1929/04/18","","259"
"418008","GWYDIR RIVER AT BUNDARRA","-30.17075556","151.06505833","313682.02","6660711.782","56","8.225","1936/12/07","","3990"
"418012","GWYDIR RIVER AT PINEGROVE","-29.89378889","150.62836389","270984.851","6690620.478","56","305.592","1945/05/23","","6389"
"418014","GWYDIR RIVER AT YARROWYCK","-30.46740556","151.36369722","342916.74","6628282.958","56","739.984","1954/12/17","","855"
"418021","LAURA CREEK AT LAURA","-30.228725","151.18789444","325614.351","6654480.989","56","24.08","1965/06/04","","311"
"418025","HALLS CREEK AT BINGARA","-29.93331667","150.57250833","265682.226","6686125.866","56","336.577","1965/06/15","","156"
"418026","GWYDIR RIVER DOWNSTREAM COPETON DAM","-29.912275","150.90760556","297993.404","6689095.334","56","436.521","1966/07/21","","5240"
"418027","HORTON RIVER AT HORTON DAM SITE","-30.20690833","150.42795278","252406.863","6655489.977","56","415.04","1967/05/08","","220"
"418035","GWYDIR RIVER AT COPETON DAM-STORAGE GAUGE","-29.90438056","150.92438333","299597.732","6689999.78","56","0","1973/12/13","","5240"
"419001","NAMOI RIVER AT GUNNEDAH","-30.972","150.2556","237877.8","6570264.8","56","254.885","1891/11/27","","17100"
"419003","NARRABRI CREEK AT NARRABRI","-30.32706111","149.78116667","767405","6641694.1","55","204.736","1891/01/01","","25400"
"419005","NAMOI RIVER AT NORTH CUERINDI","-30.67861667","150.77846944","287185.556","6603908.84","56","366.058","1915/12/10","","2510"
"419006","PEEL RIVER AT CARROLL GAP","-30.937898","150.528072","263827.185","6574660.296","56","287.386","1923/12/04","","4670"
"419007","NAMOI RIVER AT DOWNSTREAM KEEPIT DAM","-30.8912","150.4961","260658.9","6579769.4","56","289.97","1924/01/14","","5700"
"419009","PEEL RIVER AT TAMWORTH","-31.091243","150.925937","302165.84","6558436.395","56","371.057","1925/01/23","","3080"
"419010","MACDONALD RIVER AT WOOLBROOK","-30.9654","151.3459","342025","6573063.2","56","900.08","1927/10/26","","829"
