Site Id,Site Name,Latitude,Longitude,Easting,Northing,Zone,Gauge Zero (Ahd),Site Start Date,Site Cease Date,Drainage Area (Sq.Km),
"201001","OXLEY RIVER AT EUNGELLA","-28.35398611","153.29294722","528708.705","6863548.919","56","13.285","1947/05/21","","213"
"201005","ROUS RIVER AT BOAT HARBOUR NO.3","-28.30956389","153.33588611","532930.415","6868459.114","56","2.757","1957/04/03","","111"
"201012","COBAKI CREEK AT COBAKI","-28.200871","153.458926","545039.08","6880460.566","56","2.457","1982/06/09","","10"
"201015","TWEED RIVER D/S PALMERS ROAD CROSSING","-28.43398056","153.29216111","528610.178","6854687.137","56","29.316","1985/01/24","","156.202"
"201900","TWEED RIVER AT UKI","-28.413522","153.334927","532804.403","6856942.685","56","8.966","1937/08/05","","275"
"202001","BRUNSWICK RIVER AT DURRUMBUL (SHERRYS CROSSING)","-28.531174","153.458183","544827.135","6843868.882","56","13.056","1954/10/21","","34"
"202002","BURRINGBAR CREEK AT BURRINGBAR","-28.43773333","153.47688333","546686","6854202","56","11.74","2006/06/21","","0"
"203002","COOPERS CREEK AT REPENTANCE","-28.641292","153.412585","540323.895","6831685.519","56","42.938","1920/02/11","","62"
"203004","RICHMOND RIVER AT CASINO","-28.86403","153.055427","505405.636","6807077.293","56","5.02","1943/05/26","","1790"
"203005","RICHMOND RIVER AT WIANGAREE","-28.505512","152.967092","496779.627","6846796.979","56","61.44","1943/05/29","","702"
"203010","LEYCESTER RIVER AT ROCK VALLEY","-28.73639722","153.16323611","515939.368","6821207.837","56","13.196","1951/08/23","","179"
"203012","BYRON CREEK AT BINNA BURRA","-28.706611","153.497897","548631.773","6824417.179","56","32.04","1951/08/28","","39"
"203014","WILSONS RIVER AT ELTHAM","-28.755574","153.394827","538546.409","6819030.318","56","6.455","1957/08/22","","223"
"203023","IRONPOT CREEK AT TOONUMBAR","-28.6231","152.7985","480305.6","6833753.4","56","96.194","1967/07/26","","98"
"203024","COOPERS CREEK AT EWING BRIDGE","-28.721535","153.362272","535379.551","6822811.544","56","9.588","1969/05/17","","148"
"203030","MYRTLE CREEK AT RAPPVILLE","-29.11","152.9994","499945.7","6779831.2","56","31.38","1969/05/29","","332"
"203034","EDEN CREEK AT DOUBTFUL","-28.756906","152.924017","492582.01","6818944.276","56","27.037","1970/12/18","","581"
"203041","SHANNON BROOK AT YORKLEA","-28.9403","153.0061918","500603.427","6798628.6","56","13.133","1972/05/24","","492"
"203042","IRONPOT CREEK AT TOONUMBAR DAM-STORAGE GAUGE","-28.6185","152.7936","479821.4","6834260.4","56","0.001","1971/07/12","","98"
"203056","RICHMOND RIVER AT LAVELLES ROAD","-28.450382","152.891551","489381.68","6852900.092","56","88.824","2006/06/20","","0"
"203057","HOUGHLAHANS CREEK AT UPSTREAM TEVEN","-28.801169","153.494846","548289.758","6813944.038","56","6.125","2010/11/03","","0"
"203059","MAROM CREEK AT GRAHAM ROAD","-28.874925","153.36741","535828.836","6805816.031","56","7.63","2011/08/02","","0"
