Date,Mean,Qual,Cutoff,Site,City
1990-09-04,,255,1990-09-04,406263,echuca
1990-10-04,0.973,2,1990-10-04,406263,echuca
1990-11-04,0.97,2,1990-11-04,406263,echuca
1990-12-04,0.968,2,1990-12-04,406263,echuca
1990-04-13,0.961,2,1990-04-13,406263,echuca
1990-04-14,0.958,2,1990-04-14,406263,echuca
1990-04-15,0.954,1,1990-04-15,406263,echuca
1990-04-16,0.948,1,1990-04-16,406263,echuca
1990-04-17,0.943,1,1990-04-17,406263,echuca
1990-04-18,0.937,1,1990-04-18,406263,echuca
1990-04-19,0.933,82,1990-04-19,406263,echuca
1990-04-20,0.987,82,1990-04-20,406263,echuca
1990-04-21,1.114,2,1990-04-21,406263,echuca
1990-04-22,1.116,2,1990-04-22,406263,echuca
1990-04-23,1.115,1,1990-04-23,406263,echuca
1990-04-24,1.116,1,1990-04-24,406263,echuca
1990-04-25,1.115,2,1990-04-25,406263,echuca
1990-04-26,1.112,2,1990-04-26,406263,echuca
1990-04-27,1.11,2,1990-04-27,406263,echuca
1990-04-28,1.111,1,1990-04-28,406263,echuca
1990-04-29,1.11,2,1990-04-29,406263,echuca
1990-04-30,1.109,82,1990-04-30,406263,echuca
1990-01-05,1.108,2,1990-01-05,406263,echuca
1990-02-05,1.108,2,1990-02-05,406263,echuca
1990-03-05,1.108,1,1990-03-05,406263,echuca
1990-04-05,1.109,1,1990-04-05,406263,echuca
1990-05-05,1.11,1,1990-05-05,406263,echuca
1990-06-05,1.11,1,1990-06-05,406263,echuca
1990-07-05,1.109,2,1990-07-05,406263,echuca
1990-08-05,1.108,2,1990-08-05,406263,echuca
1990-09-05,1.109,2,1990-09-05,406263,echuca
1990-10-05,1.108,82,1990-10-05,406263,echuca
1990-11-05,1.105,2,1990-11-05,406263,echuca
1990-12-05,1.105,2,1990-12-05,406263,echuca
1990-05-13,1.105,2,1990-05-13,406263,echuca
1990-05-14,1.103,82,1990-05-14,406263,echuca
1990-05-15,1.104,2,1990-05-15,406263,echuca
1990-05-16,1.104,2,1990-05-16,406263,echuca
1990-05-17,1.109,2,1990-05-17,406263,echuca
1990-05-18,1.111,1,1990-05-18,406263,echuca
1990-05-19,1.111,1,1990-05-19,406263,echuca
1990-05-20,1.112,1,1990-05-20,406263,echuca
1990-05-21,1.111,1,1990-05-21,406263,echuca
1990-05-22,1.113,2,1990-05-22,406263,echuca
1990-05-23,1.116,2,1990-05-23,406263,echuca
1990-05-24,1.118,82,1990-05-24,406263,echuca
1990-05-25,1.118,2,1990-05-25,406263,echuca
1990-05-26,1.118,2,1990-05-26,406263,echuca
1990-05-27,1.117,2,1990-05-27,406263,echuca
1990-05-28,1.117,2,1990-05-28,406263,echuca
1990-05-29,1.117,2,1990-05-29,406263,echuca
1990-05-30,1.122,10,1990-05-30,406263,echuca
1990-05-31,1.13,2,1990-05-31,406263,echuca
1990-01-06,1.133,2,1990-01-06,406263,echuca
1990-02-06,1.134,2,1990-02-06,406263,echuca
1990-03-06,1.132,2,1990-03-06,406263,echuca
1990-04-06,1.13,1,1990-04-06,406263,echuca
1990-05-06,1.128,1,1990-05-06,406263,echuca
1990-06-06,1.128,1,1990-06-06,406263,echuca
1990-07-06,1.127,1,1990-07-06,406263,echuca
1990-08-06,1.127,1,1990-08-06,406263,echuca
1990-09-06,1.126,1,1990-09-06,406263,echuca
1990-10-06,1.126,2,1990-10-06,406263,echuca
1990-11-06,1.126,2,1990-11-06,406263,echuca
1990-12-06,1.126,2,1990-12-06,406263,echuca
1990-06-13,1.127,82,1990-06-13,406263,echuca
1990-06-14,1.127,2,1990-06-14,406263,echuca
1990-06-15,1.127,2,1990-06-15,406263,echuca
1990-06-16,1.127,2,1990-06-16,406263,echuca
1990-06-17,1.126,2,1990-06-17,406263,echuca
1990-06-18,1.125,2,1990-06-18,406263,echuca
1990-06-19,1.124,2,1990-06-19,406263,echuca
1990-06-20,1.124,2,1990-06-20,406263,echuca
1990-06-21,1.123,2,1990-06-21,406263,echuca
1990-06-22,1.123,82,1990-06-22,406263,echuca
1990-06-23,1.123,2,1990-06-23,406263,echuca
1990-06-24,1.123,2,1990-06-24,406263,echuca
1990-06-25,1.122,2,1990-06-25,406263,echuca
1990-06-26,1.121,2,1990-06-26,406263,echuca
1990-06-27,1.122,2,1990-06-27,406263,echuca
1990-06-28,1.121,2,1990-06-28,406263,echuca
1990-06-29,1.12,2,1990-06-29,406263,echuca
1990-06-30,1.121,2,1990-06-30,406263,echuca
1990-01-07,1.128,2,1990-01-07,406263,echuca
1990-02-07,1.133,2,1990-02-07,406263,echuca
1990-03-07,1.135,2,1990-03-07,406263,echuca
1990-04-07,1.142,2,1990-04-07,406263,echuca
1990-05-07,1.149,2,1990-05-07,406263,echuca
1990-06-07,1.158,1,1990-06-07,406263,echuca
1990-07-07,1.16,2,1990-07-07,406263,echuca
1990-08-07,1.163,1,1990-08-07,406263,echuca
1990-09-07,1.164,1,1990-09-07,406263,echuca
1990-10-07,1.165,1,1990-10-07,406263,echuca
1990-11-07,1.163,1,1990-11-07,406263,echuca
1990-12-07,1.159,1,1990-12-07,406263,echuca
1990-07-13,1.156,2,1990-07-13,406263,echuca
1990-07-14,1.153,2,1990-07-14,406263,echuca
1990-07-15,1.155,2,1990-07-15,406263,echuca
