Date,Mean,Qual,Cutoff,Site,City
1991-01-03,,255,1991-01-03,405297,echuca
1991-02-03,0.322,2,1991-02-03,405297,echuca
1991-03-03,0.321,2,1991-03-03,405297,echuca
1991-04-03,0.34,2,1991-04-03,405297,echuca
1991-05-03,0.36,2,1991-05-03,405297,echuca
1991-06-03,0.34,2,1991-06-03,405297,echuca
1991-07-03,0.308,2,1991-07-03,405297,echuca
1991-08-03,0.25,2,1991-08-03,405297,echuca
1991-09-03,0.169,2,1991-09-03,405297,echuca
1991-10-03,0.196,2,1991-10-03,405297,echuca
1991-11-03,0.27,2,1991-11-03,405297,echuca
1991-12-03,0.325,2,1991-12-03,405297,echuca
1991-03-13,0.339,2,1991-03-13,405297,echuca
1991-03-14,0.355,2,1991-03-14,405297,echuca
1991-03-15,0.362,2,1991-03-15,405297,echuca
1991-03-16,0.307,2,1991-03-16,405297,echuca
1991-03-17,0.294,2,1991-03-17,405297,echuca
1991-03-18,0.287,2,1991-03-18,405297,echuca
1991-03-19,0.266,2,1991-03-19,405297,echuca
1991-03-20,0.251,2,1991-03-20,405297,echuca
1991-03-21,0.287,2,1991-03-21,405297,echuca
1991-03-22,0.323,2,1991-03-22,405297,echuca
1991-03-23,0.339,2,1991-03-23,405297,echuca
1991-03-24,0.355,2,1991-03-24,405297,echuca
1991-03-25,0.364,2,1991-03-25,405297,echuca
1991-03-26,0.343,2,1991-03-26,405297,echuca
1991-03-27,0.298,2,1991-03-27,405297,echuca
1991-03-28,0.282,2,1991-03-28,405297,echuca
1991-03-29,0.282,2,1991-03-29,405297,echuca
1991-03-30,0.304,2,1991-03-30,405297,echuca
1991-03-31,0.316,2,1991-03-31,405297,echuca
1991-01-04,0.282,2,1991-01-04,405297,echuca
1991-02-04,0.299,2,1991-02-04,405297,echuca
1991-03-04,0.293,2,1991-03-04,405297,echuca
1991-04-04,0.245,2,1991-04-04,405297,echuca
1991-05-04,0.235,2,1991-05-04,405297,echuca
1991-06-04,0.259,2,1991-06-04,405297,echuca
1991-07-04,0.28,2,1991-07-04,405297,echuca
1991-08-04,0.283,2,1991-08-04,405297,echuca
1991-09-04,0.28,2,1991-09-04,405297,echuca
1991-10-04,0.262,2,1991-10-04,405297,echuca
1991-11-04,0.28,2,1991-11-04,405297,echuca
1991-12-04,0.28,2,1991-12-04,405297,echuca
1991-04-13,0.251,2,1991-04-13,405297,echuca
1991-04-14,0.318,2,1991-04-14,405297,echuca
1991-04-15,0.399,2,1991-04-15,405297,echuca
1991-04-16,0.42,2,1991-04-16,405297,echuca
1991-04-17,0.4,2,1991-04-17,405297,echuca
1991-04-18,0.368,2,1991-04-18,405297,echuca
1991-04-19,0.365,2,1991-04-19,405297,echuca
1991-04-20,0.381,2,1991-04-20,405297,echuca
1991-04-21,0.392,2,1991-04-21,405297,echuca
1991-04-22,0.396,2,1991-04-22,405297,echuca
1991-04-23,0.373,2,1991-04-23,405297,echuca
1991-04-24,0.337,2,1991-04-24,405297,echuca
1991-04-25,0.335,2,1991-04-25,405297,echuca
1991-04-26,0.374,2,1991-04-26,405297,echuca
1991-04-27,0.378,2,1991-04-27,405297,echuca
1991-04-28,0.348,2,1991-04-28,405297,echuca
1991-04-29,0.32,2,1991-04-29,405297,echuca
1991-04-30,0.309,2,1991-04-30,405297,echuca
1991-01-05,0.298,2,1991-01-05,405297,echuca
1991-02-05,0.29,2,1991-02-05,405297,echuca
1991-03-05,0.29,2,1991-03-05,405297,echuca
1991-04-05,0.289,2,1991-04-05,405297,echuca
1991-05-05,0.292,2,1991-05-05,405297,echuca
1991-06-05,0.309,2,1991-06-05,405297,echuca
1991-07-05,0.317,2,1991-07-05,405297,echuca
1991-08-05,0.297,2,1991-08-05,405297,echuca
1991-09-05,0.256,2,1991-09-05,405297,echuca
1991-10-05,0.238,2,1991-10-05,405297,echuca
1991-11-05,0.217,2,1991-11-05,405297,echuca
1991-12-05,0.204,2,1991-12-05,405297,echuca
1991-05-13,0.226,2,1991-05-13,405297,echuca
1991-05-14,0.253,2,1991-05-14,405297,echuca
1991-05-15,0.229,2,1991-05-15,405297,echuca
1991-05-16,0.224,2,1991-05-16,405297,echuca
1991-05-17,0.284,2,1991-05-17,405297,echuca
1991-05-18,0.34,2,1991-05-18,405297,echuca
1991-05-19,0.348,2,1991-05-19,405297,echuca
1991-05-20,0.335,2,1991-05-20,405297,echuca
1991-05-21,0.311,2,1991-05-21,405297,echuca
1991-05-22,0.301,2,1991-05-22,405297,echuca
1991-05-23,0.296,2,1991-05-23,405297,echuca
1991-05-24,0.291,2,1991-05-24,405297,echuca
1991-05-25,0.278,2,1991-05-25,405297,echuca
1991-05-26,0.266,2,1991-05-26,405297,echuca
1991-05-27,0.246,2,1991-05-27,405297,echuca
1991-05-28,0.205,2,1991-05-28,405297,echuca
1991-05-29,0.156,2,1991-05-29,405297,echuca
1991-05-30,0.145,2,1991-05-30,405297,echuca
1991-05-31,0.13,2,1991-05-31,405297,echuca
1991-01-06,0.123,2,1991-01-06,405297,echuca
1991-02-06,0.079,2,1991-02-06,405297,echuca
1991-03-06,0.042,2,1991-03-06,405297,echuca
1991-04-06,0.053,2,1991-04-06,405297,echuca
1991-05-06,0.086,2,1991-05-06,405297,echuca
1991-06-06,0.129,2,1991-06-06,405297,echuca
1991-07-06,0.193,2,1991-07-06,405297,echuca
1991-08-06,0.254,2,1991-08-06,405297,echuca
1991-09-06,0.335,2,1991-09-06,405297,echuca
1991-10-06,0.365,2,1991-10-06,405297,echuca
1991-11-06,0.398,2,1991-11-06,405297,echuca
1991-12-06,0.412,2,1991-12-06,405297,echuca
1991-06-13,0.42,2,1991-06-13,405297,echuca
1991-06-14,0.426,2,1991-06-14,405297,echuca
1991-06-15,0.406,2,1991-06-15,405297,echuca
1991-06-16,0.356,2,1991-06-16,405297,echuca
1991-06-17,0.308,2,1991-06-17,405297,echuca
1991-06-18,0.283,2,1991-06-18,405297,echuca
1991-06-19,0.275,2,1991-06-19,405297,echuca
1991-06-20,0.263,2,1991-06-20,405297,echuca
1991-06-21,0.254,2,1991-06-21,405297,echuca
1991-06-22,0.256,2,1991-06-22,405297,echuca
1991-06-23,0.272,2,1991-06-23,405297,echuca
1991-06-24,0.279,2,1991-06-24,405297,echuca
1991-06-25,0.299,2,1991-06-25,405297,echuca
1991-06-26,0.323,2,1991-06-26,405297,echuca
1991-06-27,0.311,2,1991-06-27,405297,echuca
1991-06-28,0.287,2,1991-06-28,405297,echuca
1991-06-29,0.3,2,1991-06-29,405297,echuca
1991-06-30,0.399,2,1991-06-30,405297,echuca
1991-01-07,0.429,2,1991-01-07,405297,echuca
1991-02-07,0.388,2,1991-02-07,405297,echuca
1991-03-07,0.315,2,1991-03-07,405297,echuca
1991-04-07,0.275,2,1991-04-07,405297,echuca
1991-05-07,0.324,2,1991-05-07,405297,echuca
1991-06-07,0.423,2,1991-06-07,405297,echuca
1991-07-07,0.456,2,1991-07-07,405297,echuca
1991-08-07,0.444,2,1991-08-07,405297,echuca
1991-09-07,0.431,2,1991-09-07,405297,echuca
1991-10-07,0.428,2,1991-10-07,405297,echuca
1991-11-07,0.423,2,1991-11-07,405297,echuca
1991-12-07,0.384,2,1991-12-07,405297,echuca
1991-07-13,0.321,2,1991-07-13,405297,echuca
1991-07-14,0.287,2,1991-07-14,405297,echuca
1991-07-15,0.27,2,1991-07-15,405297,echuca
1991-07-16,0.259,2,1991-07-16,405297,echuca
1991-07-17,0.251,2,1991-07-17,405297,echuca
1991-07-18,0.244,2,1991-07-18,405297,echuca
1991-07-19,0.239,2,1991-07-19,405297,echuca
1991-07-20,0.233,2,1991-07-20,405297,echuca
1991-07-21,0.232,2,1991-07-21,405297,echuca
1991-07-22,0.228,2,1991-07-22,405297,echuca
1991-07-23,0.222,2,1991-07-23,405297,echuca
1991-07-24,0.218,2,1991-07-24,405297,echuca
1991-07-25,0.217,2,1991-07-25,405297,echuca
1991-07-26,0.217,2,1991-07-26,405297,echuca
1991-07-27,0.216,2,1991-07-27,405297,echuca
1991-07-28,0.216,2,1991-07-28,405297,echuca
1991-07-29,0.215,2,1991-07-29,405297,echuca
1991-07-30,0.215,2,1991-07-30,405297,echuca
1991-07-31,0.214,2,1991-07-31,405297,echuca
1991-01-08,0.214,2,1991-01-08,405297,echuca
1991-02-08,0.214,2,1991-02-08,405297,echuca
1991-03-08,0.214,2,1991-03-08,405297,echuca
1991-04-08,0.213,2,1991-04-08,405297,echuca
1991-05-08,0.213,2,1991-05-08,405297,echuca
1991-06-08,0.211,2,1991-06-08,405297,echuca
1991-07-08,0.209,2,1991-07-08,405297,echuca
1991-08-08,0.207,2,1991-08-08,405297,echuca
1991-09-08,0.208,2,1991-09-08,405297,echuca
1991-10-08,0.203,2,1991-10-08,405297,echuca
1991-11-08,0.198,2,1991-11-08,405297,echuca
1991-12-08,0.194,2,1991-12-08,405297,echuca
1991-08-13,0.188,2,1991-08-13,405297,echuca
1991-08-14,0.19,2,1991-08-14,405297,echuca
1991-08-15,0.19,2,1991-08-15,405297,echuca
1991-08-16,0.195,2,1991-08-16,405297,echuca
1991-08-17,0.19,2,1991-08-17,405297,echuca
